"business_id","date","description"
64660,"20150312","Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/10/2015 ]"
64660,"20150312","Improper food storage  [ date violation corrected: 12/10/2015 ]"
64660,"20150312","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/10/2015 ]"
64660,"20150312","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 12/10/2015 ]"
64660,"20140107","Other low risk violation  [ date violation corrected: 3/12/2015 ]"
64660,"20140107","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/12/2015 ]"
64682,"20160129","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 2/23/2016 ]"
64682,"20160129","Moderate risk food holding temperature   [ date violation corrected: 2/23/2016 ]"
64682,"20160129","Unclean nonfood contact surfaces  [ date violation corrected: 2/23/2016 ]"
64682,"20160129","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/23/2016 ]"
64682,"20160129","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 2/23/2016 ]"
64682,"20150420","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/29/2016 ]"
64682,"20150420","Improper food storage  [ date violation corrected: 1/29/2016 ]"
64682,"20150420","Moderate risk vermin infestation  [ date violation corrected: 1/29/2016 ]"
64682,"20150420","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/29/2016 ]"
64682,"20150420","Moderate risk food holding temperature   [ date violation corrected: 1/29/2016 ]"
64682,"20140307","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/28/2014 ]"
64682,"20140307","Food safety certificate or food handler card not available  [ date violation corrected: 3/28/2014 ]"
64682,"20140307","Permit license or inspection report not posted  [ date violation corrected: 3/28/2014 ]"
64682,"20140307","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/28/2014 ]"
64682,"20140307","Unclean nonfood contact surfaces  [ date violation corrected: 3/28/2014 ]"
64682,"20140307","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/17/2014 ]"
64682,"20140307","Improper storage of equipment utensils or linens  [ date violation corrected: 3/17/2014 ]"
64706,"20150831","Unclean or degraded floors walls or ceilings"
64706,"20150831","Unclean unmaintained or improperly constructed toilet facilities"
64706,"20150831","Improper or defective plumbing"
64706,"20150831","Foods not protected from contamination"
64706,"20150831","Inadequately cleaned or sanitized food contact surfaces"
64706,"20141203","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/31/2015 ]"
64706,"20141203","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/31/2015 ]"
64706,"20140411","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/18/2014 ]"
64706,"20140411","High risk food holding temperature   [ date violation corrected: 4/18/2014 ]"
64706,"20130919","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 4/11/2014 ]"
64706,"20130919","Moderate risk food holding temperature   [ date violation corrected: 4/11/2014 ]"
64706,"20130919","Unclean or unsanitary food contact surfaces  [ date violation corrected: 9/19/2013 ]"
64706,"20130919","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/11/2014 ]"
64717,"20151019","Low risk vermin infestation"
64717,"20140904","Moderate risk vermin infestation  [ date violation corrected: 10/19/2014 ]"
64717,"20140602","Improper food labeling or menu misrepresentation  [ date violation corrected: 9/4/2014 ]"
64717,"20140602","Moderate risk vermin infestation  [ date violation corrected: 9/4/2014 ]"
64717,"20131002","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/2/2014 ]"
64723,"20150720","Unclean or unsanitary food contact surfaces"
64723,"20150720","High risk food holding temperature   [ date violation corrected: 7/20/2015 ]"
64723,"20150720","Food safety certificate or food handler card not available"
64723,"20150720","Unapproved or unmaintained equipment or utensils"
64723,"20131209","Inadequate warewashing facilities or equipment  [ date violation corrected: 12/9/2013 ]"
64723,"20131209","Moderate risk food holding temperature   [ date violation corrected: 12/9/2013 ]"
64723,"20130424","Moderate risk food holding temperature   [ date violation corrected: 12/9/2013 ]"
64723,"20130424","Mobile food facility with unapproved operating conditions  [ date violation corrected: 12/9/2013 ]"
64723,"20130424","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/9/2013 ]"
64737,"20150302","Permit license or inspection report not posted"
64737,"20150302","Inadequate and inaccessible handwashing facilities"
64737,"20150302","Inadequately cleaned or sanitized food contact surfaces"
64737,"20150302","Unclean or degraded floors walls or ceilings"
64737,"20150302","Wiping cloths not clean or properly stored or inadequate sanitizer"
64737,"20150302","Improper storage of equipment utensils or linens"
64737,"20150302","Inadequate food safety knowledge or lack of certified food safety manager"
64737,"20140722","Contaminated or adulterated food  [ date violation corrected: 7/22/2014 ]"
64737,"20140722","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 7/30/2014 ]"
64737,"20140722","Unclean or unsanitary food contact surfaces  [ date violation corrected: 7/30/2014 ]"
64737,"20140722","Inadequate warewashing facilities or equipment  [ date violation corrected: 7/30/2014 ]"
64737,"20140722","No thermometers or uncalibrated thermometers   [ date violation corrected: 7/30/2014 ]"
64737,"20140722","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 7/30/2014 ]"
64737,"20140722","Permit license or inspection report not posted  [ date violation corrected: 7/30/2014 ]"
64737,"20140722","High risk food holding temperature   [ date violation corrected: 7/30/2014 ]"
64738,"20150306","Unclean hands or improper use of gloves"
64738,"20150306","Moderate risk food holding temperature "
64738,"20140506","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/6/2015 ]"
64738,"20140506","Insufficient hot water or running water  [ date violation corrected: 3/6/2015 ]"
64738,"20140506","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/6/2015 ]"
64738,"20140506","Unclean hands or improper use of gloves  [ date violation corrected: 3/6/2015 ]"
64738,"20131015","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/6/2014 ]"
64738,"20131015","High risk food holding temperature   [ date violation corrected: 5/6/2014 ]"
64738,"20131015","Improperly washed fruits and vegetables  [ date violation corrected: 5/6/2014 ]"
64738,"20131015","Improper food storage  [ date violation corrected: 5/6/2014 ]"
64738,"20131015","Inadequate warewashing facilities or equipment  [ date violation corrected: 5/6/2014 ]"
64738,"20131015","Foods not protected from contamination  [ date violation corrected: 5/6/2014 ]"
64738,"20131015","Improper cooking time or temperatures  [ date violation corrected: 5/6/2014 ]"
64745,"20150806","Moderate risk food holding temperature "
64773,"20140630","Wiping cloths not clean or properly stored or inadequate sanitizer"
64773,"20140630","Unclean or degraded floors walls or ceilings"
64773,"20140630","Food safety certificate or food handler card not available"
64773,"20131121","Unclean nonfood contact surfaces  [ date violation corrected: 6/12/2014 ]"
64773,"20131121","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/12/2014 ]"
64773,"20131121","Permit license or inspection report not posted  [ date violation corrected: 6/12/2014 ]"
64773,"20131121","High risk vermin infestation  [ date violation corrected: 6/12/2014 ]"
64787,"20150514","Inadequate and inaccessible handwashing facilities"
64787,"20150514","Wiping cloths not clean or properly stored or inadequate sanitizer"
64787,"20150514","Noncompliance with HAACP plan or variance"
64787,"20150514","Permit license or inspection report not posted"
64787,"20150514","Foods not protected from contamination"
64787,"20140409","High risk food holding temperature   [ date violation corrected: 7/9/2014 ]"
64787,"20140409","Employee eating or smoking  [ date violation corrected: 7/9/2014 ]"
64787,"20130917","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/4/2013 ]"
64787,"20130917","Moderate risk food holding temperature   [ date violation corrected: 4/9/2014 ]"
64787,"20130917","Moderate risk vermin infestation  [ date violation corrected: 11/4/2013 ]"
64787,"20130917","Foods not protected from contamination  [ date violation corrected: 11/4/2013 ]"
64790,"20140514","High risk food holding temperature   [ date violation corrected: 5/23/2014 ]"
64790,"20140514","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/23/2014 ]"
64790,"20140514","Inadequate ventilation or lighting  [ date violation corrected: 5/23/2014 ]"
64790,"20130926","High risk food holding temperature   [ date violation corrected: 10/4/2013 ]"
64790,"20130926","Unclean or unsanitary food contact surfaces  [ date violation corrected: 10/4/2013 ]"
64797,"20151002","Unclean nonfood contact surfaces"
64797,"20151002","Food safety certificate or food handler card not available"
64797,"20140708","Low risk vermin infestation  [ date violation corrected: 10/2/2015 ]"
64797,"20140708","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/2/2015 ]"
64797,"20140708","Improper food storage  [ date violation corrected: 10/2/2015 ]"
64797,"20131016","Food safety certificate or food handler card not available  [ date violation corrected: 11/18/2013 ]"
64797,"20131016","Moderate risk food holding temperature   [ date violation corrected: 11/18/2013 ]"
64805,"20160412","Inadequate food safety knowledge or lack of certified food safety manager"
64805,"20160412","Inadequate dressing rooms or improper storage of personal items"
64805,"20160412","Moderate risk food holding temperature "
64805,"20160412","Improper food labeling or menu misrepresentation"
64805,"20150130","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/23/2015 ]"
64805,"20150130","Other low risk violation  [ date violation corrected: 4/12/2016 ]"
64805,"20150130","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 2/23/2015 ]"
64805,"20150130","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 2/23/2015 ]"
64805,"20150130","Foods not protected from contamination  [ date violation corrected: 2/23/2015 ]"
64805,"20150130","Moderate risk food holding temperature   [ date violation corrected: 2/23/2015 ]"
64805,"20140116","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/29/2015 ]"
64805,"20140116","Improper food labeling or menu misrepresentation  [ date violation corrected: 1/29/2015 ]"
64805,"20140116","Foods not protected from contamination  [ date violation corrected: 1/29/2015 ]"
64811,"20150224","Inadequate and inaccessible handwashing facilities"
64811,"20150224","Permit license or inspection report not posted"
